dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	class
0.0081213	0.12777	0.15282	0.20936	0.1463	0.10903	0.13239	0.04411	0.19321	0.21254	0.084593	0.048301	0.014495	0.0085025	0.024817	0.011998	0.011455	0.21254	0.1268	0.051741	-0.07506	0.031535	0.1594	0.25142	0.38974	0.5664	0.63576	0.35313	0.17881	0.34177	0.37264	0.34964	0.041151	0.06135	0.062567	0.043935	0.051153	0.065585	0.021353	0.091394	0.10246	0.029914	0.012599	0.0022331	0.0027127	0.0019103	0.0013578	0.0059022	0.28385	0.30005	0.24832	0.27986	-0.13092	-0.057745	-0.10122	0.13741	0.065189	0.11111	0.1391	0.10648	0.10002	0.13237	0.14064	0.14142	-0.050783	-0.037042	-0.10845	0.053398	0.24217	0.17359	0.26471	0.2264	0.0080572	-0.013056	0.019828	0.0040511	1.7725	906.5
0.011523	0.15462	0.31306	0.18343	0.14305	0.15365	0.33014	0.19169	0.18477	0.16512	0.11838	0.11711	0.034556	0.036716	0.025421	0.033548	0.028794	0.33014	0.20635	0.10698	-0.099364	0.05136	0.23533	0.30595	0.39409	0.493	0.56723	0.46563	0.19269	0.3354	0.30142	0.28896	0.05991	0.099334	0.055689	0.055006	0.074491	0.16	0.093511	0.089795	0.079797	0.042059	0.030771	0.011069	0.0047843	0.0051756	0.0042127	0.0051093	0.20872	0.28627	0.22705	0.24732	0.12958	-0.12338	0.011461	0.070133	0.13715	0.13761	0.12951	0.13415	0.14119	0.14136	-0.13532	0.097707	0.027074	0.13401	0.13327	-0.10344	0.062782	-0.00091284	0.089354	0.066115	-0.040577	-0.053707	-0.034387	-0.041751	2.07	1668
0.0090233	0.12412	0.15425	0.18069	0.11266	0.13875	0.17696	0.23862	0.11532	0.10267	0.094499	0.0679	0.023238	0.015647	0.025089	0.014949	0.021427	0.23862	0.10806	0.045059	-0.062998	0.03316	0.13448	0.20794	0.31633	0.45335	0.51466	0.4375	0.18824	0.32753	0.35772	0.3922	0.0081209	0.049862	0.035769	0.038924	0.070206	0.095271	0.117	0.063762	0.0474	0.014934	0.016022	0.011298	0.0014891	0.0074684	0.0057793	0.0019031	0.27627	0.30191	0.29329	0.29177	0.0242	-0.13391	0.040646	-0.080831	0.14141	0.028201	0.12323	0.0067543	-0.055479	-0.0066272	-0.058803	0.13366	-0.086232	0.12298	0.034285	0.082891	0.1437	0.12119	0.22264	0.16209	-0.025137	-0.034556	-0.0059448	-0.023521	1.9118	609
0.0074771	0.12055	0.13889	0.16684	0.13346	0.06643	0.11587	0.19713	0.21636	0.090807	0.042606	0.013836	0.014493	0.017148	0.01311	0.017058	0.023162	0.21636	0.11684	0.047436	-0.069403	0.029792	0.14856	0.23965	0.37945	0.55995	0.619	0.47187	0.11706	0.38132	0.3291	0.32804	0.020267	0.040228	0.045797	0.061585	0.034484	0.049454	0.095258	0.10496	0.046428	0.015979	0.0030456	0.0017019	0.0018624	0.003543	0.0020876	0.0012119	0.27451	0.28322	0.26302	0.27514	-0.034271	-0.13885	-0.13484	-0.0048158	-0.020659	0.025235	0.14135	0.13633	0.076509	-0.0488	0.019574	0.087939	0.034498	0.11339	0.010961	-0.10521	0.23986	0.14945	0.28115	0.21919	0.00057708	-0.023681	0.024084	-0.0040626	1.7736	504.5
0.0094787	0.23217	0.09797	0.26874	0.40241	0.094512	0.21012	0.1928	0.19243	0.079269	0.086416	0.11218	0.023834	0.021559	0.019868	0.036889	0.019115	0.40241	0.22189	0.10933	-0.11257	0.037375	0.26964	0.39764	0.57823	0.80036	0.92576	0.27187	0.22072	0.41167	0.50979	0.49977	0.073509	0.051666	0.13008	0.19486	0.046433	0.10172	0.093254	0.092982	0.036788	0.041942	0.035503	0.0081472	0.0049697	0.0017721	0.0041634	0.0033887	0.19884	0.23206	0.15959	0.20542	-0.081394	0.046387	0.13918	0.1387	0.1209	0.13909	0.14016	0.14138	0.13999	0.13579	-0.11827	-0.13582	-0.13008	-0.13977	0.11218	-0.14137	0.53931	0.22015	0.45655	0.37861	0.22291	0.0038414	0.15897	0.094141	1.5011	650
0.0080436	0.052833	0.082509	0.12019	0.14781	0.2879	0.23095	0.20003	0.11641	0.10255	0.15125	0.085896	0.0087263	0.013612	0.015303	0.021457	0.024259	0.2879	0.13044	0.058721	-0.071717	0.032033	0.16346	0.25623	0.39487	0.5714	0.64379	0.50625	0.1865	0.39242	0.46536	0.53538	0.010431	0.031326	0.043182	0.0498	0.14195	0.11211	0.096713	0.021087	0.026769	0.046593	0.021797	0.0017607	0.0022205	0.0025701	0.0012705	0.0012878	0.25598	0.30127	0.25409	0.27295	-0.060863	-0.099331	0.065959	-0.13476	0.11665	0.13565	0.1406	0.038667	-0.11702	0.13241	0.13029	-0.096567	-0.044408	0.11127	0.13671	0.037767	0.21692	0.10565	0.22653	0.17832	0.022138	-0.032758	0.025263	-0.0026111	1.7917	580.5
0.0087311	0.15828	0.14387	0.14386	0.1231	0.051494	0.10222	0.21128	0.31628	0.26959	0.17215	0.047347	0.016543	0.011675	0.030552	0.024079	0.013956	0.31628	0.1497	0.083358	-0.066339	0.037899	0.18141	0.26604	0.38483	0.53045	0.61443	0.32812	0.18296	0.44429	0.62389	0.75728	0.053769	0.039413	0.036077	0.021561	0.023951	0.016079	0.10335	0.15546	0.13737	0.084385	0.02319	0.0029058	0.0027236	0.0016568	0.0059088	0.0053664	0.21698	0.23117	0.23456	0.22962	-0.024913	-0.017986	-0.11984	0.1321	0.13812	-0.06622	0.1261	0.12031	0.080066	0.1236	0.1246	0.12761	0.062037	0.073525	-0.0064222	0.021606	0.30897	0.095601	0.27688	0.22114	0.052534	-0.037389	0.040558	0.0097741	1.9145	555
0.0065436	0.071411	0.060074	0.078957	0.037701	0.083042	0.082295	0.18687	0.2539	0.28397	0.070315	0.010154	0.017148	0.012453	0.019304	0.0090218	0.017228	0.28397	0.11762	0.059133	-0.058489	0.027682	0.15176	0.25203	0.41009	0.61671	0.66592	0.24688	0.15508	0.44458	0.49855	0.471	0.027899	0.015921	0.036665	0.0098279	0.026332	0.013363	0.091798	0.12273	0.13858	0.034909	0.0049208	0.0030635	0.003146	0.0040476	0.0014817	0.0022355	0.27989	0.26706	0.27123	0.27376	-0.078509	0.024803	-0.074948	0.011571	0.078972	-0.10591	0.12104	0.14089	0.12902	0.1086	0.13773	0.1068	-0.016795	0.0086873	-0.13206	-0.097569	0.29224	0.15991	0.29111	0.24666	0.026555	-0.018324	0.027477	0.0091744	1.8084	529
0.0084335	0.11106	0.070491	0.21889	0.039459	0.076176	0.1419	0.25495	0.33782	0.34929	0.33237	0.10008	0.037863	0.024792	0.02286	0.024804	0.016946	0.34929	0.20537	0.10473	-0.10064	0.036366	0.25093	0.37408	0.54962	0.76698	0.88427	0.40625	0.2464	0.81888	0.82068	0.82298	0.021148	0.037727	0.045921	0.0060348	0.032397	0.068576	0.12323	0.16486	0.16977	0.1616	0.048546	0.0062812	0.0080935	0.0053705	0.0021372	0.0012961	0.21351	0.26327	0.2088	0.23385	-0.11456	-0.12639	0.14055	-0.082216	0.039138	0.14118	0.14102	0.12899	0.13398	0.13362	0.13649	-0.066473	0.070264	-0.12119	0.075863	0.092598	0.43042	0.13817	0.34419	0.28084	0.15257	-0.020042	0.10112	0.046145	1.7754	479
0.0089521	0.090733	0.082066	0.12271	0.13679	0.13841	0.12108	0.16548	0.30763	0.33126	0.33883	0.091573	0.014499	0.022701	0.019869	0.016799	0.020992	0.33883	0.18617	0.094506	-0.091665	0.039248	0.22404	0.32404	0.46256	0.63085	0.73283	0.3375	0.18268	0.61399	0.63189	0.75547	0.026378	0.031802	0.023143	0.038828	0.053383	0.054809	0.077892	0.13455	0.14772	0.15315	0.038135	0.0017983	0.0056906	0.0024053	0.0019829	0.0028508	0.25542	0.29686	0.26742	0.27695	0.04932	-0.08188	-0.090832	0.13303	0.015522	0.12928	0.10734	0.1403	0.14125	0.13982	0.14142	0.06866	-0.096611	-0.13977	0.12202	0.030992	0.17626	0.022744	0.19596	0.12591	-0.0045879	-0.045236	0.0072711	-0.02293	1.8975	531.5
0.008416	0.073832	0.08783	0.11089	0.27055	0.36706	0.33239	0.26343	0.10936	0.097075	0.034456	0.027194	0.012251	0.012792	0.014451	0.013282	0.012592	0.36706	0.19889	0.10398	-0.094917	0.03193	0.24941	0.39146	0.604	0.8748	0.98487	0.325	0.25109	0.67728	0.76193	0.7106	0.0067631	0.035094	0.039294	0.1335	0.18743	0.16328	0.12789	0.051773	0.047768	0.0063828	0.0068918	0.0016346	0.0041038	0.0022719	0.0016215	0.0012525	0.2374	0.29979	0.24074	0.26485	-0.085824	-0.018378	0.049862	0.11569	0.077857	0.12104	0.13551	0.0516	0.11899	-0.038956	0.11105	-0.020522	0.12416	0.11704	0.033843	0.099191	0.32784	0.11488	0.28274	0.22849	0.08071	-0.033221	0.054317	0.014098	1.7025	706
0.0093572	0.15702	0.17558	0.15681	0.15168	0.095702	0.10692	0.1775	0.22205	0.15128	0.11611	0.13429	0.044596	0.040388	0.034356	0.059753	0.063848	0.22205	0.1099	0.050443	-0.059461	0.038885	0.1325	0.19236	0.27555	0.37688	0.43751	0.30312	0.14253	0.25615	0.52157	0.51126	0.08498	0.085889	0.070383	0.077701	0.059457	0.033361	0.0061146	0.02517	0.019197	0.03634	0.029114	0.0064046	0.0046586	0.0012919	0.0049666	0.0032771	0.22915	0.29773	0.24759	0.26093	-0.035794	0.12611	0.092361	0.074514	-0.089605	-0.13818	-0.12846	0.13728	-8.3428e-06	-0.11408	0.10177	-0.12692	-0.14029	0.13537	0.11026	0.13934	0.067073	0.12824	0.1817	0.14182	-0.026628	-0.021186	0.0045176	-0.0087185	2.005	510
0.0098428	0.11535	0.13697	0.16032	0.15122	0.37025	0.43714	0.31899	0.14546	0.043306	0.038048	0.034538	0.012199	0.011891	0.011542	0.0067666	0.013296	0.43714	0.22654	0.12639	-0.10014	0.034418	0.27985	0.42639	0.63962	0.90701	1.037	0.38438	0.14046	0.58174	0.60194	0.60377	0.015239	0.047895	0.085226	0.073275	0.18202	0.22013	0.15418	0.069324	0.018909	0.018419	0.01225	0.004083	0.00050884	0.00073089	0.00070993	0.0024891	0.22183	0.31338	0.24735	0.26924	0.13878	0.013555	-0.12186	0.13786	0.12009	0.092623	0.14099	0.13434	0.10941	0.13903	0.14112	0.10532	-0.078006	-0.1401	0.13229	0.12861	0.37781	0.13972	0.26362	0.24782	0.11467	-0.032839	0.030686	0.015042	1.6235	657.5
0.0091156	0.12957	0.11808	0.12368	0.041213	0.16822	0.24409	0.35418	0.35559	0.15081	0.086728	0.030644	0.0079701	0.016227	0.014249	0.012295	0.01078	0.35559	0.16533	0.082427	-0.082901	0.03637	0.202	0.30112	0.4424	0.61734	0.71176	0.3625	0.1056	0.50652	0.54447	0.51338	0.020985	0.027229	0.032544	0.016295	0.025661	0.11938	0.16818	0.17242	0.068609	0.043253	0.0056485	0.0010978	0.0017322	0.00039069	0.00036091	0.00058262	0.25335	0.28194	0.24911	0.26452	0.11688	-0.071257	-0.1305	0.11774	-0.10636	0.12633	0.14132	0.13695	0.13827	0.10341	0.04559	0.12337	-0.13864	0.1299	-0.11457	-0.10143	0.27673	0.1061	0.27349	0.20976	0.033556	-0.038383	0.027568	-0.0030955	1.7476	657.5
0.011258	0.25813	0.22548	0.20096	0.1768	0.24249	0.22373	0.23696	0.28138	0.19244	0.13906	0.13831	0.057483	0.0094835	0.0069912	0.0028536	0.0019196	0.28138	0.23805	0.13263	-0.10542	0.050129	0.2728	0.35809	0.46558	0.58716	0.67762	0.24688	0.21433	0.18847	0.7492	0.82711	0.038419	0.05092	0.06262	0.065566	0.1219	0.096907	0.11582	0.13863	0.093129	0.067231	0.06933	0.028481	0.0039185	0.00035497	0.00033918	0.00092755	0.18003	0.23212	0.20934	0.21596	-0.13551	-0.13447	0.14137	0.05563	0.094552	0.11448	0.12713	0.1175	0.13947	0.14069	0.097735	0.1109	0.11281	-0.13594	-0.13338	0.14138	0.27932	0.01395	0.23988	0.16263	0.057364	-0.031816	0.032936	-0.0041651	2.0668	789.5
0.012695	0.080947	0.14922	0.28534	0.169	0.1899	0.17675	0.2693	0.18498	0.20695	0.29016	0.27604	0.057567	0.009973	0.0052798	0.0027965	0.0018674	0.29016	0.16185	0.11054	-0.051316	0.048154	0.18698	0.24938	0.32928	0.42083	0.48768	0.65	0.25994	0.53202	0.51755	0.36295	0.046372	0.060843	0.064217	0.044937	0.075272	0.095568	0.12015	0.099206	0.091826	0.095401	0.051622	0.0051018	0.00089179	0.0003459	0.00034464	0.00063604	0.26647	0.30629	0.26022	0.2821	-0.018402	0.1141	-0.13594	-0.13761	-0.086109	-0.00031535	-0.032504	0.031479	0.029151	-0.14142	0.14124	0.083496	-0.043597	-0.1111	0.13778	0.046631	0.25593	0.072746	0.097486	0.13832	0.030796	-0.02668	-0.019236	-0.012395	1.8702	452.5
0.01457	0.14459	0.34738	0.26167	0.21652	0.27514	0.17169	0.29965	0.3448	0.31746	0.32675	0.25117	0.078602	0.0082413	0.010764	0.0030341	0.0023592	0.34738	0.24106	0.15596	-0.085101	0.051534	0.27474	0.3567	0.45887	0.57338	0.6594	0.54375	0.17912	0.48064	0.68608	0.85886	0.046479	0.087095	0.036039	0.055187	0.092439	0.09786	0.15565	0.17743	0.14799	0.15432	0.12167	0.03761	0.00068823	0.0010358	0.00037881	0.00023562	0.21314	0.24571	0.25372	0.24644	0.1193	0.054028	0.1381	-0.13331	-0.13463	-0.072799	0.060646	0.069943	0.047329	0.034488	0.13821	0.12379	-0.098803	-0.1169	0.10909	-0.1172	0.32235	-0.025915	0.16325	0.13643	0.06436	-0.038424	0.0027273	-0.014601	2.0141	855
0.0089234	0.15163	0.13964	0.14759	0.26423	0.18947	0.20778	0.19676	0.14259	0.19054	0.13879	0.053957	0.013815	0.013797	0.012626	0.0048887	0.0029744	0.26423	0.18914	0.10389	-0.08525	0.040331	0.22637	0.32391	0.45761	0.61891	0.72008	0.24688	0.13548	0.65452	0.68913	0.73083	0.031612	0.021027	0.065097	0.12899	0.093821	0.10097	0.086741	0.069849	0.091982	0.067944	0.0033726	0.00029433	0.00093154	0.0055606	0.00075699	0.00034286	0.25239	0.29891	0.27594	0.27994	0.085916	0.041551	0.039148	0.12862	0.11157	0.13426	0.14098	0.12441	0.1414	0.12515	0.042587	0.1168	-0.13645	0.13635	0.042506	0.050653	0.15365	0.017382	0.15298	0.10607	-0.020016	-0.051164	-0.020719	-0.036015	2.0164	592
0.007512	0.085447	0.10792	0.1362	0.13552	0.20916	0.15546	0.18929	0.077798	0.082093	0.024784	0.027929	0.00971	0.020413	0.010215	0.0071282	0.0030014	0.20916	0.10376	0.060055	-0.043707	0.028875	0.13275	0.21682	0.34731	0.51672	0.56583	0.43125	0.18728	0.31601	0.43574	0.44997	0.028158	0.014527	0.033828	0.062549	0.10768	0.076258	0.092153	0.033398	0.027133	0.0071864	0.007617	0.00099261	0.0029432	0.0015737	0.001991	0.00024206	0.28257	0.29774	0.29433	0.29256	0.10021	0.063301	-0.018258	-0.1226	0.069516	0.12272	0.13196	0.055271	0.11337	-0.026304	-0.13929	0.13942	-0.069211	0.0060975	-0.04297	-0.13809	0.21438	0.092737	0.19333	0.1645	-0.0030616	-0.039122	-0.0062003	-0.019083	1.801	493.5
0.0095826	0.11446	0.12803	0.15321	0.30288	0.34268	0.33146	0.24967	0.073437	0.041663	0.068482	0.031925	0.016377	0.022162	0.016254	0.0055026	0.005613	0.34268	0.17487	0.10209	-0.072778	0.030851	0.22079	0.35129	0.54902	0.80266	0.89594	0.47187	0.12838	0.53829	0.57414	0.60445	0.032801	0.056574	0.051189	0.15358	0.18031	0.16782	0.12101	0.028311	0.013298	0.0096933	0.01632	0.0022245	0.0037834	0.0031295	0.0014971	0.0012397	0.26367	0.32051	0.2527	0.28299	0.12178	-0.023241	0.055563	0.064979	0.048444	0.086805	0.13753	-0.13911	-0.075287	0.10822	0.076653	-0.14125	0.12043	0.14141	-0.083426	-0.073869	0.24499	0.10898	0.16504	0.17418	0.019757	-0.046694	-0.015497	-0.019421	1.793	657.5
0.011527	0.084812	0.14639	0.13392	0.23137	0.21589	0.27061	0.27428	0.3256	0.28061	0.30547	0.24242	0.078723	0.017438	0.014855	0.0071867	0.0033	0.3256	0.33171	0.18382	-0.14789	0.048259	0.38304	0.51044	0.6734	0.86001	0.99645	0.125	0.13406	0.68815	0.74643	1.0313	0.040994	0.079371	0.066579	0.1127	0.10602	0.13097	0.136	0.16847	0.14438	0.1536	0.12283	0.033169	0.0039228	0.0013583	0.0012709	0.0004643	0.24287	0.30606	0.24242	0.27711	0.14099	0.022277	0.10698	0.13129	0.12135	0.13931	0.11003	0.064485	0.070063	0.09429	0.086011	0.12612	0.13175	0.13196	-0.11793	-0.10929	0.18386	-0.063508	0.12183	0.07884	0.012505	-0.037255	0.0034309	-0.026088	2.0359	592
0.0089268	0.060047	0.075901	0.13926	0.14914	0.12098	0.073105	0.16755	0.29723	0.34856	0.37461	0.26442	0.014937	0.01978	0.014769	0.0080826	0.0060196	0.37461	0.22535	0.11494	-0.11041	0.037406	0.2738	0.40364	0.58676	0.81198	0.93928	0.39687	0.13678	0.85765	0.86022	0.89129	0.023306	0.021689	0.038496	0.045847	0.059084	0.020409	0.080971	0.14429	0.17076	0.18368	0.12833	0.0011937	0.0058592	0.0013844	0.00075588	0.0029097	0.26438	0.29173	0.24902	0.27398	-0.11223	-0.13641	-0.12419	-0.043216	0.12814	-0.10517	0.14125	0.13555	0.12429	0.12327	0.13584	-0.11377	0.12353	0.11835	0.13784	0.14093	0.20774	0.0048363	0.17541	0.12275	0.015308	-0.033618	0.011249	-0.01445	1.9596	756
0.0089635	0.096411	0.13896	0.25974	0.23157	0.09297	0.14663	0.11091	0.2401	0.25578	0.26396	0.15619	0.073928	0.047878	0.070446	0.09295	0.097507	0.26396	0.17411	0.098623	-0.075484	0.040584	0.20812	0.29706	0.41868	0.56517	0.65773	0.61875	0.19285	0.68659	0.66008	0.57002	0.042992	0.0254	0.037318	0.051689	0.044682	0.054295	0.032654	0.11803	0.12485	0.13069	0.060309	0.0047595	0.0042083	0.0036124	0.005987	0.0048357	0.28197	0.30925	0.27645	0.29248	-0.028696	-0.091646	-0.13386	-0.031614	0.14006	0.088931	0.046191	0.12018	0.12871	0.11176	-0.088139	0.036602	-0.073058	0.095684	0.1213	0.13516	0.13987	-0.0090028	0.072525	0.066693	-0.016203	-0.039872	-0.032153	-0.033628	1.9842	493.5
0.0092203	0.13251	0.1115	0.16924	0.063614	0.11462	0.23612	0.4	0.30102	0.13918	0.04782	0.035974	0.022784	0.017857	0.020012	0.0090754	0.0042269	0.4	0.15785	0.079376	-0.078478	0.034682	0.19471	0.29576	0.44239	0.62595	0.71659	0.37812	0.13024	0.37424	0.46097	0.5033	0.048857	0.051788	0.030824	0.032226	0.055384	0.10112	0.18286	0.093804	0.067336	0.0095414	0.004657	0.0034444	0.0033275	0.0012216	0.0018222	0.00094928	0.26188	0.28113	0.23042	0.26121	-0.14125	-0.10171	-0.10231	0.086187	0.1414	0.11234	0.11863	-0.043226	0.13982	0.12808	-0.017755	0.0062036	-0.032864	0.12895	-0.13763	-0.11164	0.3573	0.1946	0.30639	0.28191	0.062527	-0.0066441	0.04306	0.02768	1.7144	624.5
0.0091943	0.16304	0.22473	0.10682	0.19979	0.16105	0.15415	0.24037	0.28046	0.18461	0.19677	0.21343	0.055446	0.021513	0.012791	0.024213	0.025928	0.28046	0.24618	0.13424	-0.11193	0.040285	0.29471	0.42188	0.59629	0.80675	0.93857	0.38125	0.13784	0.75295	0.64577	0.90351	0.014032	0.087465	0.035073	0.098175	0.078045	0.076785	0.11978	0.13848	0.091035	0.095101	0.10471	0.026993	0.0013902	0.0030571	0.0021384	0.00078414	0.20498	0.23747	0.21214	0.22623	-0.01948	-0.0022733	0.084225	0.12065	0.13772	0.10481	0.10437	0.11496	0.11645	0.1411	0.12259	0.132	-0.09485	0.1254	0.12667	0.082167	0.42015	0.071766	0.31807	0.24005	0.13587	-0.016128	0.066164	0.026452	1.9557	460.5
0.012967	0.22313	0.093915	0.1839	0.17805	0.074617	0.22051	0.38315	0.46584	0.32226	0.097707	0.24056	0.091506	0.01984	0.026059	0.0093371	0.009799	0.46584	0.2271	0.1269	-0.1002	0.050668	0.2597	0.33945	0.43953	0.55234	0.63662	0.4125	0.21424	0.55505	0.70358	0.76733	0.088731	0.026725	0.05068	0.025426	0.034562	0.1114	0.19007	0.22936	0.15898	0.053761	0.068772	0.02238	0.0084081	0.0047554	0.0035985	0.002614	0.19917	0.26415	0.18254	0.22346	0.13726	0.059044	0.11976	-0.1012	0.065133	0.089216	0.10953	0.11832	0.11599	0.010509	-0.095527	0.1405	0.066467	-0.089412	0.14142	0.075333	0.35677	0.095076	0.10833	0.19668	0.11965	-0.029818	-0.0081972	0.014846	1.939	625
0.0070942	0.11436	0.11394	0.1081	0.12885	0.083688	0.13396	0.27442	0.20606	0.10395	0.040851	0.02837	0.015575	0.014127	0.013653	0.0072028	0.0035484	0.27442	0.096067	0.05397	-0.042096	0.027397	0.12421	0.20711	0.3383	0.51006	0.54877	0.4625	0.11059	0.30257	0.45614	0.38548	0.016168	0.032141	0.058184	0.029822	0.041962	0.073013	0.13564	0.099567	0.021275	0.0042466	0.0013744	0.003468	0.004253	0.0016607	0.0012086	0.0017025	0.2422	0.25456	0.25278	0.25045	0.081729	-0.031728	-0.12969	-0.053849	0.097373	0.018021	0.10279	0.14141	-0.11369	0.015728	-0.13972	-0.13014	0.13311	0.13954	-0.04946	0.1391	0.29024	0.17348	0.26886	0.24185	0.040725	-0.0092577	0.030356	0.017675	1.721	625
0.0067094	0.088573	0.092167	0.16695	0.081667	0.11189	0.10461	0.17818	0.21325	0.096047	0.030526	0.040108	0.015016	0.015509	0.013005	0.0061523	0.0023871	0.21325	0.092249	0.042914	-0.049335	0.029024	0.11791	0.19217	0.30726	0.45652	0.50071	0.525	0.14683	0.21905	0.23509	0.27124	0.024276	0.022871	0.034106	0.0064199	0.054079	0.046498	0.053355	0.078568	0.030554	0.015015	0.016396	0.0021992	0.0040075	0.0046804	0.0018838	0.00034729	0.25606	0.28282	0.2646	0.26888	0.11674	0.14027	-0.069869	-0.079808	0.1411	0.1217	0.08709	0.11427	-0.032799	0.053005	0.13224	-0.10896	-0.12503	0.10234	-0.042977	0.0062218	0.27362	0.20255	0.28215	0.25051	0.030806	0.0019027	0.029798	0.018778	1.7001	920.5
0.0094065	0.086056	0.096261	0.12926	0.32509	0.16664	0.19888	0.25935	0.24629	0.1466	0.11027	0.052926	0.0094506	0.012807	0.015525	0.0061342	0.0044672	0.32509	0.22399	0.12192	-0.10208	0.039665	0.26898	0.38742	0.55082	0.7488	0.87044	0.2125	0.20992	0.43443	0.70699	0.73573	0.030091	0.034704	0.062498	0.16373	0.073321	0.090171	0.12971	0.12199	0.070845	0.054405	0.026654	0.0040685	0.0034561	0.0042679	0.0015055	0.00050068	0.25816	0.31084	0.27023	0.28566	0.12274	0.03239	0.14061	0.09245	0.14132	0.10836	0.10022	0.11124	0.14128	0.11581	0.092572	0.133	0.072269	0.080214	-0.13636	-0.01965	0.23174	0.059517	0.18892	0.15436	0.015547	-0.040173	-0.0015534	-0.017849	1.8756	690.5
0.01907	0.2426	0.34633	0.3336	0.32661	0.35468	0.36734	0.3936	0.36987	0.35493	0.39824	0.29599	0.11867	0.017148	0.022768	0.015686	0.0045041	0.39824	0.47241	0.26773	-0.20468	0.087696	0.48419	0.50894	0.53261	0.5511	0.54358	0.2125	0.15475	0.71731	1.1533	1.4477	0.10848	0.17661	0.18283	0.17428	0.1524	0.18512	0.20141	0.18235	0.15527	0.13747	0.14302	0.056181	0.0021313	0.0015178	0.0022638	0.0011096	0.22352	0.38237	0.26934	0.3203	0.14064	0.079242	0.013632	0.035867	0.11181	0.091803	0.075669	0.11674	0.12567	0.13919	0.14142	0.10383	-0.0088401	0.04327	0.14122	-0.13852	-0.071048	-0.14539	-0.094293	-0.018603	-0.03887	-0.042671	-0.046607	-0.042212	2.0443	920.5
0.01426	0.14147	0.28343	0.2739	0.26339	0.25941	0.31101	0.29709	0.30343	0.25327	0.18696	0.19199	0.045079	0.031555	0.025812	0.011115	0.0091172	0.31101	0.21359	0.08758	-0.12601	0.064154	0.23301	0.27733	0.32782	0.37986	0.41751	0.56563	0.22842	0.61708	0.3526	0.41449	0.031983	0.054037	0.0065533	0.07697	0.13102	0.15312	0.14427	0.14666	0.11037	0.038059	0.065596	0.0025258	0.0075429	0.0046878	0.0028667	0.00078538	0.27436	0.33579	0.25487	0.29446	-0.082494	-0.14077	-0.10911	0.10271	0.089374	0.11841	0.13513	0.14106	0.011741	-0.14095	-0.051334	0.087807	0.039538	-0.017324	-0.074505	-0.070597	-0.089138	-0.064121	-0.044573	-0.041919	-0.047437	-0.049387	-0.050319	-0.045951	1.9101	1052.5
0.0091041	0.11351	0.15064	0.15644	0.38892	0.23194	0.2015	0.091275	0.03185	0.029793	0.029398	0.1492	0.035	0.019152	0.01101	0.0059151	0.0083111	0.38892	0.13635	0.067046	-0.069305	0.031838	0.17108	0.26883	0.41523	0.60187	0.67714	0.42812	0.1408	0.44047	0.52478	0.53706	0.061711	0.024164	0.05658	0.19402	0.11515	0.09741	0.039494	0.016844	0.014578	0.0094734	0.050812	0.010031	0.0046182	0.0012507	0.0012664	0.0012296	0.27646	0.30134	0.25199	0.27865	0.12354	-0.13401	-0.012757	0.10305	0.10861	0.1408	-0.13856	-0.10858	0.12575	0.10263	0.13433	0.14009	0.032434	-0.11479	0.01808	0.1149	0.29661	0.15613	0.24834	0.23124	0.032209	-0.034351	0.0073365	-0.0024991	1.6334	559
0.0097267	0.090704	0.19345	0.17361	0.12088	0.15658	0.18696	0.25739	0.3403	0.32085	0.27179	0.12173	0.0091658	0.011574	0.010083	0.002812	0.0024822	0.3403	0.22174	0.10338	-0.11836	0.041102	0.26439	0.37548	0.52667	0.70814	0.8245	0.28125	0.083483	0.66434	0.70378	0.78025	0.022051	0.033455	0.013173	0.022136	0.082057	0.097995	0.12532	0.16527	0.15556	0.13147	0.059998	0.00074034	0.0019203	0.00080883	0.00046447	0.0003566	0.27078	0.28806	0.2617	0.2784	-0.1127	-0.13513	0.10075	0.10403	0.052197	0.052046	0.13188	0.135	0.13709	0.14001	0.1171	0.066424	0.056228	-0.043807	0.063529	-0.11839	0.23859	0.023193	0.25383	0.16116	0.015496	-0.04138	0.021196	-0.015501	1.7072	559
