dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	class
0.018082	0.093377	0.14503	0.21435	0.33774	0.45046	0.44022	0.40903	0.48393	0.39929	0.38801	0.3679	0.24693	0.016863	0.016976	0.020707	0.015106	0.48393	0.45024	0.27039	-0.17985	0.071134	0.48116	0.54964	0.62417	0.69711	0.74295	0.25312	0.37017	1.2559	1.0644	1.0948	0.009497	0.038594	0.049204	0.18734	0.24137	0.23609	0.20818	0.25008	0.19627	0.15502	0.16965	0.098846	0.0010988	0.0022024	0.0041085	0.0035529	0.26708	0.35114	0.29222	0.32517	-0.13106	0.14139	-0.14141	0.0043354	0.032219	0.03146	0.081229	0.065735	0.12023	0.10817	0.11741	0.13701	-0.024971	0.12479	-0.058695	-0.066063	0.21416	-0.11514	0.034767	0.045149	0.0046545	-0.043084	-0.0411	-0.04702	2.0816	544.5
0.010361	0.1614	0.15776	0.25579	0.22662	0.19302	0.23663	0.29581	0.29631	0.2247	0.12049	0.21504	0.028399	0.02031	0.013978	0.012579	0.016074	0.29631	0.2782	0.1602	-0.11801	0.042401	0.32966	0.46244	0.641	0.8535	0.99434	0.25625	0.069967	0.84643	0.80348	0.82528	0.043765	0.08635	0.10305	0.11119	0.091223	0.11889	0.14584	0.14536	0.10988	0.057203	0.10207	0.014097	0.0073317	0.0018401	0.0024402	0.0015745	0.20484	0.25824	0.24523	0.24649	-0.12006	-0.044422	-0.072375	0.12243	0.1391	0.095083	0.105	0.1227	0.12653	0.13803	0.13443	0.064454	-0.11677	-0.097897	-0.098652	0.026494	0.38194	0.080388	0.31266	0.23287	0.089018	-0.025854	0.045375	0.0093583	1.8785	367
0.010705	0.10979	0.13825	0.11695	0.35656	0.10441	0.28787	0.22134	0.39732	0.33304	0.071503	0.19602	0.036576	0.016535	0.020096	0.022433	0.021973	0.39732	0.28167	0.15031	-0.13136	0.040887	0.33621	0.47846	0.67246	0.90564	1.0543	0.24375	0.12715	0.66806	0.72493	0.77482	0.052571	0.062574	0.044396	0.16086	0.051401	0.13986	0.11318	0.2034	0.16535	0.035076	0.099376	0.01321	0.0046999	0.0021653	0.0034248	0.00461	0.2449	0.28457	0.21821	0.25933	0.043431	-0.13979	-0.10388	0.10593	0.11843	0.13455	0.076424	0.075236	0.10857	0.12267	0.085408	0.085039	0.0425	0.086088	-0.051308	-0.14023	0.37868	0.10279	0.31643	0.24437	0.081218	-0.023977	0.067907	0.016705	1.8147	361.5
0.014168	0.25692	0.27961	0.28983	0.29531	0.3144	0.38636	0.43054	0.3878	0.30975	0.15403	0.24256	0.062802	0.015532	0.018046	0.018683	0.023785	0.43054	0.40712	0.24217	-0.16495	0.05827	0.45276	0.55986	0.6869	0.82314	0.92626	0.20938	0.33915	0.38936	0.51945	0.96138	0.027233	0.14212	0.1459	0.16241	0.16402	0.19217	0.221	0.19487	0.1535	0.076495	0.11986	0.032187	0.0054785	0.0076375	0.0029365	0.0031448	0.15906	0.27227	0.19295	0.23562	-0.10571	0.082647	0.093013	0.010864	0.056506	0.10648	0.072494	0.094972	0.11067	0.10826	0.114	0.074042	-0.1414	-0.12371	0.081466	-0.016398	0.43398	-0.075807	0.18014	0.1394	0.16767	-0.051353	0.025954	-0.027281	2.0244	243.5
0.011774	0.34307	0.18978	0.21587	0.21373	0.22758	0.2941	0.3211	0.29042	0.23562	0.12094	0.18827	0.049972	0.011978	0.010853	0.016343	0.019081	0.34307	0.19964	0.10067	-0.098976	0.052526	0.22667	0.29207	0.37298	0.46308	0.5311	0.4625	0.16549	0.20335	0.18323	0.87021	0.079689	0.060252	0.057493	0.084503	0.086453	0.080012	0.11646	0.091726	0.092411	0.033455	0.038494	0.017619	0.0019176	0.00095023	0.0030629	0.0017898	0.13382	0.19705	0.17824	0.17765	0.01605	0.067293	0.14005	0.12974	0.14139	0.1227	0.13174	0.14134	0.12866	0.11711	-0.12615	-0.10736	0.13496	-0.13999	-0.061447	0.11061	0.2087	-0.00067993	0.35286	0.18451	0.045714	-0.043851	0.11487	0.014105	1.829	243
0.0086185	0.1366	0.18369	0.26154	0.067085	0.1675	0.068191	0.18817	0.32059	0.085506	0.092073	0.053773	0.0095099	0.014721	0.021882	0.01502	0.018939	0.32059	0.12969	0.058119	-0.071566	0.03032	0.16431	0.26323	0.41407	0.6082	0.6757	0.3375	0.11768	0.49639	0.52722	0.58325	0.058022	0.05542	0.051578	0.012171	0.066192	0.035594	0.097368	0.15756	0.041876	0.044554	0.028107	0.0032358	0.0011348	0.010647	0.0022061	0.0066272	0.26047	0.22697	0.22074	0.23834	0.063423	0.082706	0.044568	0.14115	-0.02902	0.055973	0.06443	0.12044	0.12469	0.13954	0.042656	0.13356	-0.091192	0.063914	0.13496	0.13807	0.32358	0.18538	0.36783	0.29244	0.045043	-0.012208	0.075342	0.033882	1.5953	430.5
0.019075	0.15525	0.23337	0.20639	0.24649	0.35048	0.36301	0.47683	0.51999	0.48996	0.51721	0.41011	0.30879	0.028053	0.020489	0.010987	0.015817	0.51999	0.2499	0.19125	-0.058649	0.069275	0.26848	0.30994	0.3556	0.40096	0.43094	0.58437	0.28695	0.6089	0.53419	0.49201	0.011891	0.062772	0.12054	0.1534	0.16515	0.14194	0.15568	0.17331	0.12894	0.11816	0.058738	0.028497	0.0082864	0.0042055	0.00302	0.001424	0.2099	0.27775	0.23725	0.25608	-0.14068	-0.10906	-0.030673	-0.064649	-0.024864	-0.13701	-0.10241	-0.073338	-0.10803	-0.10907	-0.14092	0.11684	0.098718	-0.13159	-0.038238	0.019779	0.35136	-0.043873	0.0075577	0.081145	0.093413	-0.047857	-0.031973	-0.03504	2.0004	339.5
0.015122	0.13741	0.21164	0.20141	0.14941	0.27053	0.26332	0.37589	0.41683	0.41094	0.41858	0.4119	0.30622	0.028764	0.025319	0.011241	0.021905	0.41858	0.39662	0.21563	-0.18098	0.068411	0.42717	0.4956	0.5714	0.64717	0.69826	0.30625	0.30841	1.282	1.1505	0.97596	0.036391	0.063409	0.05281	0.045288	0.13097	0.12896	0.18427	0.20298	0.1992	0.21089	0.19985	0.14797	0.013806	0.0033613	0.0028864	0.0054842	0.22597	0.30254	0.26204	0.28102	0.14137	-0.09264	-0.071416	0.13809	0.13896	0.12469	0.1235	0.13165	0.13736	0.092119	0.13618	0.14139	0.13934	-0.0067994	0.12412	-0.11303	0.069079	-0.14306	0.042087	0.0081603	-0.018832	-0.036792	-0.030115	-0.042427	2.0809	302.5
0.013653	0.3002	0.24553	0.1989	0.17787	0.15617	0.10376	0.12994	0.18059	0.19103	0.16705	0.24072	0.072417	0.011558	0.020715	0.013639	0.017564	0.3002	0.07113	0.017675	-0.053455	0.044959	0.083307	0.11418	0.15477	0.20227	0.23543	0.5375	0.12387	0.32344	0.33636	0.36515	0.14004	0.10925	0.042198	0.041987	0.037198	0.035997	0.026164	0.086778	0.05537	0.071441	0.089123	0.039925	0.0023569	0.0037595	0.0010821	0.0022103	0.1838	0.19358	0.2407	0.20771	0.1057	0.13629	0.11176	0.12302	-0.098527	-0.11573	-0.012946	0.084685	-0.12755	0.0075829	-0.058185	-0.1412	0.13419	0.1225	-0.13645	-0.13519	-0.13622	-0.069063	0.15085	0.021875	-0.042154	-0.041267	-0.0031727	-0.018927	1.9011	273.5
0.014781	0.15439	0.090013	0.11444	0.073286	0.18859	0.34981	0.44532	0.43567	0.37562	0.35707	0.245	0.16605	0.02155	0.027029	0.013567	0.018355	0.44532	0.33579	0.20436	-0.13143	0.050837	0.38375	0.50093	0.64778	0.81314	0.93681	0.33125	0.19195	0.98054	0.97138	1.0419	0.045292	0.019452	0.034484	0.013444	0.095884	0.17942	0.23767	0.23705	0.19522	0.18594	0.13286	0.082761	0.0027753	0.0031994	0.00026166	0.0037237	0.22414	0.28455	0.20502	0.25343	-0.10782	-0.038787	0.016889	-0.11517	0.082386	0.073276	0.035671	0.019401	0.060121	0.058288	0.022157	0.10411	-0.14057	-0.14115	0.12854	0.085529	0.31149	-0.025227	0.067541	0.11637	0.070754	-0.045079	-0.0057127	-0.021183	2.0488	409.5
0.016479	0.16636	0.32927	0.18333	0.37718	0.17738	0.48783	0.62513	0.68917	0.51782	0.22409	0.22132	0.017799	0.045336	0.030872	0.032306	0.024274	0.68917	0.42777	0.23858	-0.18919	0.059328	0.47402	0.58197	0.70908	0.84443	0.94644	0.2375	0.129	0.61208	0.65729	0.65857	0.036738	0.11612	0.014613	0.13829	0.086761	0.24567	0.32228	0.34094	0.25462	0.10967	0.10671	0.007752	0.0066111	0.0032412	0.0018071	0.006684	0.13537	0.31406	0.13924	0.23464	0.13661	0.069037	-0.06222	0.085722	0.12622	0.092596	0.068098	0.11269	0.11985	0.12549	0.13984	0.11931	0.089798	0.031914	-0.10672	-0.058391	0.3382	0.14573	0.1249	0.32606	0.08704	-0.027826	-0.032085	0.072305	1.6452	223.5
0.014421	0.098092	0.26316	0.19784	0.36364	0.18211	0.46729	0.6033	0.66387	0.49588	0.22165	0.22217	0.020216	0.045393	0.030205	0.028764	0.025021	0.66387	0.13588	0.059416	-0.076461	0.065245	0.14774	0.17466	0.20511	0.23626	0.25847	0.40625	0.090614	0.2507	0.28775	0.32494	0.021293	0.079165	0.0912	0.1798	0.0598	0.011684	0.028039	0.07906	0.0093747	0.021625	0.039973	0.0066254	0.0053719	0.0062848	0.0031481	0.0069991	0.13013	0.1865	0.11685	0.15066	0.043011	0.12724	0.11472	0.11331	0.11368	0.13936	0.046247	0.1413	0.14112	0.099484	-0.097103	0.01547	-0.13498	0.011543	0.033672	-0.11628	0.10329	0.21628	0.10198	0.22253	-0.039742	0.021374	-0.040796	0.043167	1.7235	480.5
